Attrition_Numeric,Customer_Age_zScore,Credit_Limit_SqR,Total_Revolving_Bal_divMedian,Total_Trans_Amt_log,Avg_Utilization_Ratio_divMedian,Gender,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon
0,-0.539637552757456,1546.0,0.8738244514106583,7.665284718471351,2.051136363636364,M,4,College,Married,60K - 80K,Blue,25,4,3,3
0,-0.7891255345317377,11478.0,1.1026645768025078,8.622273667866745,0.3465909090909091,M,4,Graduate,Married,60K - 80K,Blue,36,3,2,3
0,0.2088263925653897,2238.0,0.0,8.116715624819111,0.0,M,3,Graduate,Single,60K - 80K,Blue,40,6,3,3
0,1.2067783196625173,719.15,0.0,6.996681488176539,0.0,M,3,Graduate,Single,60K - 80K,Blue,49,3,1,3
0,1.331522310549658,11529.0,1.202194357366771,8.854950316500325,0.3806818181818182,M,2,Uneducated,Single,60K - 80K,Blue,36,1,1,3
0,-0.0406615892088921,10613.0,0.9420062695924764,9.55414281969224,0.3238636363636364,M,4,Graduate,Single,60K - 80K,Blue,31,4,1,4
0,-0.9138695254188788,857.5,0.0,8.684401110400144,0.0,M,2,High School,Married,60K - 80K,Blue,32,3,2,2
0,1.4562663014367991,1173.5,1.695141065830721,7.396948602621014,5.238636363636364,M,1,Graduate,Married,60K - 80K,Blue,36,3,1,3
1,-0.9138695254188788,3910.5,1.9725705329153604,7.605890001053122,1.8295454545454548,M,3,Graduate,Single,60K - 80K,Blue,23,1,2,3
0,0.3335703834525306,4095.0,1.3448275862068966,8.16876982367527,1.193181818181818,M,3,High School,Single,60K - 80K,Blue,40,3,4,2
0,0.4583143743396716,1659.0,1.8409090909090908,8.498010371999463,4.0227272727272725,M,2,Uneducated,Single,60K - 80K,Blue,44,1,2,1
1,1.705754283211081,2270.5,0.8126959247648903,7.947678571301568,1.2954545454545456,M,0,Graduate,Married,60K - 80K,Blue,47,5,1,3
0,0.4583143743396716,10354.0,1.0634796238244515,9.048174321385792,0.375,M,1,Graduate,Married,60K - 80K,Blue,37,2,2,2
0,-0.0406615892088921,767.5,0.54858934169279,7.521859252201629,2.5909090909090917,M,4,Graduate,Married,60K - 80K,Blue,35,5,1,2
1,-0.7891255345317377,3195.5,0.0,7.750614732770409,0.0,M,3,Graduate,Married,60K - 80K,Blue,30,4,2,3
0,0.3335703834525306,1061.0,0.8628526645768025,8.909775673693389,2.9488636363636367,M,3,Graduate,Single,60K - 80K,Blue,45,1,1,1
0,0.2088263925653897,7677.5,1.4286833855799372,9.619332585860503,0.6761363636363636,M,1,College,Married,60K - 80K,Blue,44,2,3,1
1,0.3335703834525306,9037.5,0.0,7.29776828253138,0.0,M,3,Uneducated,Married,60K - 80K,Blue,41,3,4,4
0,2.079986255872504,5107.5,0.7915360501567398,7.55171221535131,0.5625000000000001,M,1,Graduate,Married,60K - 80K,Blue,56,3,3,2
0,1.331522310549658,4518.5,1.2100313479623823,7.394493107219038,0.9715909090909092,M,1,Graduate,Married,60K - 80K,Blue,36,4,1,3
1,-0.7891255345317377,7593.0,0.0,7.541152455136308,0.0,M,3,Graduate,Married,60K - 80K,Blue,27,4,2,3
0,0.3335703834525306,7971.0,0.0,7.462789157412448,0.0,M,3,Graduate,Married,60K - 80K,Blue,36,5,2,3
0,0.0840824016782487,991.5,0.7750783699059561,8.530109416682784,2.835227272727273,M,4,High School,Divorced,60K - 80K,Blue,36,1,1,1
0,1.58101029232394,7128.5,0.872257053291536,7.500529485395295,0.4431818181818182,M,1,Graduate,Married,60K - 80K,Blue,48,4,3,2
0,-0.6643815436445969,9000.5,0.7100313479623824,7.085064293952548,0.2840909090909091,M,4,Post-Graduate,Married,60K - 80K,Blue,32,5,3,2
1,0.2088263925653897,4404.0,0.3056426332288401,7.552237287560802,0.25,M,3,Graduate,Married,60K - 80K,Blue,37,5,2,2
0,0.4583143743396716,9042.5,0.585423197492163,8.430109084509125,0.2329545454545454,M,2,Graduate,Married,60K - 80K,Blue,37,6,3,2
0,0.5830583652268125,5774.0,0.0,8.95944014361693,0.0,M,1,Graduate,Married,60K - 80K,Blue,45,2,3,3
0,-0.0406615892088921,5817.0,0.0,8.399984990510696,0.0,M,4,Post-Graduate,Married,60K - 80K,Blue,42,6,2,1
0,0.4583143743396716,1102.5,1.3001567398119125,8.47907586930311,4.272727272727273,M,2,Graduate,Married,60K - 80K,Blue,44,5,3,1
0,1.331522310549658,2739.5,0.9404388714733544,8.982184278838428,1.244318181818182,M,2,Post-Graduate,Divorced,60K - 80K,Blue,51,2,3,3
0,1.0820343287753762,1072.5,0.945924764890282,7.150701457592526,3.198863636363636,M,2,Graduate,Married,60K - 80K,Blue,50,5,2,4
0,0.3335703834525306,1671.5,1.2390282131661443,7.342779189331845,2.6875,M,4,Doctorate,Married,60K - 80K,Blue,44,3,1,1
0,-1.2881014980803016,1546.0,1.4302507836990597,7.966586697638402,3.352272727272727,M,2,Graduate,Married,60K - 80K,Blue,17,5,2,3
0,-1.1633575071931606,1432.5,0.9216300940438872,8.149601735736155,2.3295454545454546,M,2,Graduate,Single,60K - 80K,Blue,32,4,1,1
0,-0.1654055800960331,2532.5,1.067398119122257,8.176110342237342,1.528409090909091,M,3,Graduate,Divorced,60K - 80K,Blue,35,6,3,2
0,0.7078023561139535,814.5,0.7664576802507836,8.233768709217097,3.409090909090909,M,2,Graduate,Single,60K - 80K,Blue,39,3,2,3
1,-0.290149570983174,1270.0,0.0,7.333676395657684,0.0,M,1,Graduate,Single,60K - 80K,Blue,33,3,2,4
0,0.3335703834525306,7949.0,0.0,8.339023005744759,0.0,M,1,High School,Married,60K - 80K,Blue,38,3,3,2
0,1.2067783196625173,5058.5,1.7570532915360502,7.319202458767849,1.2613636363636365,M,1,College,Married,60K - 80K,Blue,46,3,2,1
1,0.8325463470010944,2952.5,0.0,9.0918946167697,0.0,M,2,Graduate,Single,60K - 80K,Blue,43,2,2,3
0,-0.4148935618703149,6885.5,1.9725705329153604,7.31986492980897,1.0397727272727273,M,3,Graduate,Single,60K - 80K,Blue,34,6,2,0
0,0.7078023561139535,12143.5,1.3134796238244515,8.611593866837723,0.3920454545454546,M,2,High School,Married,60K - 80K,Blue,45,5,1,4
0,1.0820343287753762,1121.5,1.1112852664576802,7.195937226475569,3.5909090909090917,M,2,Graduate,Single,60K - 80K,Blue,36,6,3,3
0,0.4583143743396716,6444.5,1.427899686520376,9.02063159674821,0.8011363636363636,M,3,College,Married,60K - 80K,Blue,42,1,2,3
1,-0.539637552757456,3371.5,1.3612852664576802,7.56734567601324,1.465909090909091,M,4,Graduate,Married,60K - 80K,Blue,36,3,2,2
1,-0.539637552757456,3207.0,0.0,6.56244409369372,0.0,M,2,Uneducated,Single,60K - 80K,Blue,30,2,2,3
0,-0.1654055800960331,1365.5,1.463949843260188,8.272570608424903,3.8863636363636367,M,4,Graduate,Married,60K - 80K,Blue,34,6,2,3
0,-1.5375894798545835,1381.5,1.499216300940439,8.327484416188264,3.9318181818181817,M,2,Graduate,Married,60K - 80K,Blue,36,5,1,3
0,2.079986255872504,11962.5,1.170846394984326,8.209852481301272,0.3522727272727273,M,0,Graduate,Married,60K - 80K,Blue,46,6,2,2
0,-0.539637552757456,1258.0,1.0658307210031348,8.453614209773367,3.0738636363636367,M,4,College,Married,60K - 80K,Blue,35,3,3,3
0,0.2088263925653897,2050.0,1.5329153605015673,8.18423477409482,2.710227272727273,M,5,Graduate,Married,60K - 80K,Blue,36,4,1,2
0,1.2067783196625173,7562.0,1.5470219435736676,7.52294091807237,0.7443181818181819,M,1,Graduate,Married,60K - 80K,Blue,36,3,2,3
0,1.705754283211081,1699.0,1.834639498432602,7.063903961472068,3.914772727272727,M,1,Graduate,Married,60K - 80K,Blue,54,5,3,3
1,0.2088263925653897,3638.5,0.3949843260188088,7.764720544771477,0.3920454545454546,M,0,Doctorate,Married,60K - 80K,Blue,41,2,3,4
0,1.705754283211081,3239.5,1.091692789968652,7.388946097618437,1.2215909090909092,M,0,Uneducated,Married,60K - 80K,Blue,55,6,1,2
0,0.8325463470010944,1769.5,1.9725705329153604,7.424761761823209,4.039772727272728,M,3,Graduate,Married,60K - 80K,Blue,36,4,3,2
0,0.2088263925653897,3351.5,0.9811912225705328,7.519149957669823,1.0625,M,3,Graduate,Married,60K - 80K,Blue,36,3,3,2
0,0.3335703834525306,3725.5,1.20846394984326,8.509161019718974,1.1761363636363635,M,3,Graduate,Married,60K - 80K,Blue,36,6,3,3
0,-0.7891255345317377,11801.5,0.0,7.231287004327616,0.0,M,2,Uneducated,Divorced,60K - 80K,Blue,29,5,3,0
0,-0.290149570983174,5688.0,1.572100313479624,7.171656822768514,1.0,M,5,Graduate,Married,60K - 80K,Blue,32,4,5,3
1,0.4583143743396716,3525.0,0.7899686520376176,7.685243607975833,0.8125,M,1,Graduate,Divorced,60K - 80K,Blue,44,3,4,3
1,0.2088263925653897,4702.5,0.0,8.476579508530941,0.0,M,3,Graduate,Married,60K - 80K,Blue,28,2,2,1
1,-0.7891255345317377,10089.0,1.2170846394984327,7.45876269238096,0.4375,M,4,Post-Graduate,Married,60K - 80K,Blue,35,3,4,3
0,1.0820343287753762,1086.5,1.1912225705329154,7.3031700512368,3.971590909090909,M,1,Graduate,Married,60K - 80K,Blue,44,6,2,4
0,1.2067783196625173,1977.5,1.9725705329153604,7.121252453244542,3.613636363636364,M,3,Post-Graduate,Married,60K - 80K,Blue,39,3,1,2
0,0.3335703834525306,4038.5,1.5399686520376177,7.192182058713246,1.380681818181818,M,2,Post-Graduate,Married,60K - 80K,Blue,38,3,2,0
0,-1.4128454889674424,9835.5,0.7241379310344828,9.540219493127752,0.2670454545454546,M,3,Graduate,Married,60K - 80K,Blue,36,4,1,4
0,-1.2881014980803016,1270.0,1.098746081504702,7.776535028185241,3.1363636363636367,M,2,Graduate,Married,60K - 80K,Blue,28,6,2,2
0,0.2088263925653897,1414.5,1.835423197492163,7.353081920515432,4.704545454545454,M,3,Graduate,Married,60K - 80K,Blue,35,5,1,3
1,-0.4148935618703149,3174.0,0.0,7.4570320891223805,0.0,M,2,Uneducated,Single,60K - 80K,Blue,35,5,3,2
0,-0.290149570983174,3303.0,1.9725705329153604,8.41027590907016,2.1647727272727275,M,0,High School,Single,60K - 80K,Blue,36,6,3,2
0,0.2088263925653897,5979.5,1.304858934169279,7.0825485693553,0.7897727272727274,M,3,College,Married,60K - 80K,Blue,37,3,3,2
0,-0.4148935618703149,1310.5,0.4686520376175548,8.48714627006394,1.2954545454545456,M,5,Uneducated,Married,60K - 80K,Blue,36,6,2,4
0,-0.0406615892088921,12124.0,0.799373040752351,8.105005537547246,0.2386363636363636,M,5,College,Married,60K - 80K,Blue,39,3,2,3
0,1.2067783196625173,3018.0,1.10423197492163,7.462214939768189,1.3238636363636365,M,2,Doctorate,Married,60K - 80K,Blue,51,3,3,4
0,-1.4128454889674424,3460.5,1.6920062695924765,7.565793282428515,1.772727272727273,M,3,College,Married,60K - 80K,Blue,28,4,3,4
0,-1.5375894798545835,1250.5,1.4960815047021945,7.52294091807237,4.335227272727273,M,5,Graduate,Married,60K - 80K,Blue,27,5,2,2
0,-1.0386135163060195,1253.5,1.2100313479623823,7.6004023345004,3.5,M,1,Graduate,Married,60K - 80K,Blue,36,6,3,4
0,0.8325463470010944,5631.0,1.1246081504702194,7.68017564043659,0.7215909090909092,M,2,Doctorate,Married,60K - 80K,Blue,40,3,3,3
0,0.4583143743396716,4007.0,0.9796238244514106,8.846496938558838,0.8863636363636365,M,2,Graduate,Married,60K - 80K,Blue,36,1,3,1
0,-0.290149570983174,1914.0,0.8981191222570533,8.42463920980563,1.6988636363636365,M,2,Graduate,Married,60K - 80K,Blue,34,4,4,4
0,-0.1654055800960331,8823.0,1.0940438871473357,9.65033572298117,0.4488636363636364,M,2,College,Married,60K - 80K,Blue,34,1,1,2
0,0.0840824016782487,2142.0,1.4890282131661443,8.506738733512378,2.522727272727273,M,3,College,Married,60K - 80K,Blue,36,5,1,3
0,-1.6623334707417243,2024.5,0.0,7.462789157412448,0.0,M,2,Doctorate,Married,60K - 80K,Blue,28,3,3,3
0,0.9572903378882354,1493.5,1.9725705329153604,7.388327859577107,4.789772727272728,M,1,College,Married,60K - 80K,Blue,42,3,2,2
0,1.8304982740982216,808.0,0.8205329153605015,7.236339342754344,3.681818181818182,M,0,Graduate,Married,60K - 80K,Blue,54,3,2,0
0,-0.6643815436445969,1444.0,1.3134796238244515,8.242229891372231,3.2954545454545454,M,3,Graduate,Married,60K - 80K,Blue,30,3,1,1
0,-1.1633575071931606,7242.5,1.664576802507837,8.267448958304849,0.8352272727272727,M,3,Uneducated,Married,60K - 80K,Blue,26,6,2,1
0,-0.6643815436445969,6558.0,0.9600313479623824,8.476371196895983,0.5284090909090909,M,2,Graduate,Married,60K - 80K,Blue,31,3,2,2
0,0.0840824016782487,4411.5,1.9725705329153604,8.449770515098804,1.619318181818182,M,5,Graduate,Single,60K - 80K,Blue,32,6,2,3
0,0.0840824016782487,9061.5,1.391065830721003,8.356789669923213,0.5568181818181819,M,3,High School,Single,60K - 80K,Blue,30,5,3,3
0,0.3335703834525306,8905.5,0.5039184952978056,8.228977643358313,0.2045454545454545,M,3,Graduate,Married,60K - 80K,Blue,36,6,2,4
1,-0.9138695254188788,1939.5,0.0,8.960082528170402,0.0,M,2,College,Married,60K - 80K,Blue,26,1,2,2
0,0.2088263925653897,5885.0,1.420846394984326,8.09559870137819,0.875,M,1,Graduate,Married,60K - 80K,Blue,36,4,1,3
0,-0.539637552757456,1631.5,1.311912225705329,7.131698510466912,2.9147727272727275,M,4,High School,Divorced,60K - 80K,Blue,36,5,1,2
0,-1.1633575071931606,5947.0,0.6394984326018809,7.798933310041217,0.3920454545454546,M,3,Graduate,Married,60K - 80K,Blue,24,3,1,2
0,-0.9138695254188788,4602.0,0.6622257053291536,7.506591780070841,0.5227272727272727,M,1,Uneducated,Single,60K - 80K,Blue,22,4,3,3
0,-0.290149570983174,1220.0,1.176332288401254,8.385260520155413,3.494318181818182,M,4,Graduate,Married,60K - 80K,Blue,38,3,1,3
0,0.2088263925653897,4864.0,0.0,8.231109840328154,0.0,M,4,High School,Married,60K - 80K,Blue,41,4,1,3
0,0.2088263925653897,6616.5,0.8667711598746082,8.363575702750637,0.4772727272727273,M,3,College,Divorced,60K - 80K,Blue,39,4,3,2
1,1.331522310549658,4350.5,0.1684952978056426,7.6004023345004,0.1420454545454545,M,3,Graduate,Married,60K - 80K,Blue,49,5,0,3
0,0.3335703834525306,4775.5,1.4365203761755485,8.074960359115858,1.090909090909091,M,3,High School,Married,60K - 80K,Blue,36,3,2,2
0,-1.5375894798545835,5244.0,1.2821316614420062,9.596894455192588,0.8863636363636365,M,1,Uneducated,Married,60K - 80K,Blue,18,3,2,2
0,0.8325463470010944,3876.5,1.64576802507837,6.898714534329988,1.5397727272727275,M,2,High School,Divorced,60K - 80K,Blue,36,5,3,2
0,0.0840824016782487,795.5,0.700626959247649,8.21554741194707,3.193181818181819,M,3,Graduate,Married,60K - 80K,Blue,36,5,3,2
0,-0.539637552757456,4151.0,1.0141065830721003,8.0774471493312,0.8863636363636365,M,3,Uneducated,Single,60K - 80K,Blue,30,4,2,3
0,0.7078023561139535,1298.5,1.3636363636363635,8.52456594574565,3.806818181818182,M,4,High School,Married,60K - 80K,Blue,36,6,3,2
0,-0.0406615892088921,805.5,0.0,8.39931015075952,0.0,M,3,College,Married,40k − 60K,Blue,34,5,1,2
0,0.0840824016782487,2785.0,1.4561128526645768,8.32579052588609,1.897727272727273,M,4,College,Divorced,40k − 60K,Blue,36,5,1,1
0,0.7078023561139535,4649.0,1.487460815047022,9.039196115772354,1.1590909090909092,M,2,Graduate,Single,40k − 60K,Blue,41,1,2,2
0,0.0840824016782487,1311.5,1.2907523510971788,8.38662882139512,3.5681818181818183,F,2,Post-Graduate,Single,40k − 60K,Blue,40,5,3,2
0,-0.7891255345317377,719.15,0.0,8.346404870435956,0.0,M,4,High School,Married,40k − 60K,Blue,32,3,1,1
0,0.2088263925653897,876.5,1.1238244514106583,8.431199478249262,4.6477272727272725,M,3,High School,Married,40k − 60K,Blue,43,2,2,3
0,-0.539637552757456,1496.5,1.762539184952978,8.32020459757888,4.267045454545455,M,2,High School,Married,40k − 60K,Blue,37,6,2,3
0,0.3335703834525306,1654.0,1.6849529780564263,9.61707134520558,3.6931818181818175,M,2,High School,Divorced,40k − 60K,Blue,36,2,1,1
0,-0.6643815436445969,5133.0,1.0893416927899686,7.450079569807499,0.7670454545454546,M,1,Post-Graduate,Single,40k − 60K,Blue,32,3,2,4
0,0.8325463470010944,1894.5,1.3369905956112853,7.383368146992383,2.556818181818182,M,3,Doctorate,Married,40k − 60K,Blue,35,5,3,2
0,-0.539637552757456,751.5,0.7280564263322884,8.451053388911692,3.5113636363636367,M,4,Graduate,Married,40k − 60K,Blue,27,5,1,2
0,2.3294742376467856,3713.5,1.0211598746081505,7.375255778009754,0.9943181818181818,F,0,Graduate,Married,40k − 60K,Blue,56,3,2,4
0,-1.1633575071931606,4060.0,1.6442006269592475,8.058643712215618,1.465909090909091,M,2,College,Divorced,40k − 60K,Blue,24,3,3,4
0,0.2088263925653897,1601.0,1.9725705329153604,8.449984441722787,4.465909090909092,M,2,Uneducated,Married,40k − 60K,Blue,42,1,3,3
1,-0.9138695254188788,1666.5,1.463166144200627,8.116118431609365,3.181818181818182,F,5,Graduate,Married,40k − 60K,Blue,31,3,3,6
0,-1.1633575071931606,1588.0,0.0,7.739794458408701,0.0,M,2,Graduate,Divorced,40k − 60K,Blue,17,6,3,3
0,-0.4148935618703149,3237.5,1.3213166144200628,8.252446090246952,1.4772727272727275,F,4,Graduate,Single,40k − 60K,Blue,24,6,1,1
1,-0.1654055800960331,738.5,0.0,7.7025561132685825,0.0,F,3,Graduate,Divorced,40k − 60K,Blue,41,1,3,3
1,1.4562663014367991,1147.5,0.0,7.668561108015897,0.0,F,2,Graduate,Divorced,40k − 60K,Blue,47,1,4,3
0,-0.539637552757456,1688.0,1.3017241379310345,8.44009614103127,2.7954545454545454,F,3,Graduate,Single,40k − 60K,Blue,33,6,2,3
0,0.0840824016782487,1362.5,1.4506269592476488,8.497806477616047,3.857954545454546,F,4,Post-Graduate,Divorced,40k − 60K,Blue,40,2,2,3
0,0.0840824016782487,1239.5,1.3699059561128526,8.992433087457218,4.005681818181818,M,3,Graduate,Single,40k − 60K,Blue,36,2,2,2
0,1.955242264985363,2068.0,0.0,8.95402775927046,0.0,F,0,Post-Graduate,Single,40k − 60K,Blue,53,1,2,3
0,-1.0386135163060195,5243.0,1.2100313479623823,8.304494897963567,0.8352272727272727,M,3,Graduate,Single,40k − 60K,Blue,20,1,3,3
0,-0.6643815436445969,1818.0,1.4764890282131662,8.355614995760183,2.9431818181818183,M,4,Uneducated,Single,40k − 60K,Blue,36,4,3,4
0,0.8325463470010944,1150.0,0.0,8.417814747435958,0.0,M,4,Graduate,Single,40k − 60K,Blue,36,4,5,3
1,0.3335703834525306,1327.5,1.7891849529780564,7.777373602657861,4.886363636363637,F,3,Uneducated,Single,40k − 60K,Blue,38,1,2,3
0,-0.9138695254188788,820.0,0.9224137931034484,8.046869510959576,4.079545454545455,M,3,College,Single,40k − 60K,Blue,28,6,2,2
0,-1.0386135163060195,1165.5,1.3393416927899686,8.393216011596527,4.164772727272728,F,2,Graduate,Single,40k − 60K,Blue,36,6,2,3
0,-0.1654055800960331,719.15,0.7727272727272727,8.544029845369797,3.897727272727274,F,2,Graduate,Single,40k − 60K,Blue,36,5,4,3
0,-0.1654055800960331,882.5,1.3275862068965518,8.476996001664824,5.454545454545455,F,3,Graduate,Single,40k − 60K,Blue,39,4,4,0
0,1.8304982740982216,1107.0,1.6637931034482758,8.4069317971587,5.448863636363637,F,0,Uneducated,Single,40k − 60K,Blue,55,6,1,2
0,-0.4148935618703149,1593.0,1.9357366771159876,7.333676395657684,4.403409090909092,F,2,Graduate,Single,40k − 60K,Blue,36,6,1,4
0,1.58101029232394,1904.0,0.5587774294670846,8.485702524324866,1.0625,M,1,Graduate,Single,40k − 60K,Blue,51,3,4,3
1,-1.1633575071931606,5113.0,0.0,7.715569534520208,0.0,M,2,Graduate,Single,40k − 60K,Blue,24,6,2,4
0,-1.5375894798545835,2770.0,0.9717868338557992,7.329093736246592,1.272727272727273,M,4,Graduate,Married,40k − 60K,Blue,26,3,2,4
1,0.4583143743396716,719.15,0.3589341692789968,7.529943370601589,1.8068181818181817,F,2,Uneducated,Married,40k − 60K,Blue,36,1,3,1
0,1.4562663014367991,3087.5,0.913793103448276,7.256297239690681,1.0738636363636365,F,2,Uneducated,Married,40k − 60K,Blue,49,3,1,3
1,-0.7891255345317377,1104.0,0.0,7.88570539124302,0.0,F,2,Doctorate,Married,40k − 60K,Blue,27,4,2,3
0,0.2088263925653897,896.0,0.7311912225705329,8.323608442343572,2.960227272727273,F,4,College,Married,40k − 60K,Blue,37,3,6,2
0,0.2088263925653897,2103.5,1.505485893416928,8.25582842728183,2.596590909090909,M,2,High School,Married,40k − 60K,Blue,36,6,3,2
0,1.2067783196625173,1385.5,1.1332288401253918,7.441906728051625,2.9659090909090917,F,2,High School,Married,40k − 60K,Blue,41,5,3,2
0,-0.9138695254188788,2161.5,0.9929467084639498,8.032035314398824,1.6647727272727273,M,1,Uneducated,Married,40k − 60K,Blue,29,4,2,2
0,0.4583143743396716,2134.0,1.182601880877743,9.571574905170932,2.011363636363636,F,4,Graduate,Married,40k − 60K,Blue,41,1,2,2
0,-0.539637552757456,7140.5,1.1904388714733545,7.059617628291383,0.6022727272727273,M,5,Uneducated,Married,40k − 60K,Blue,34,5,3,2
0,-0.1654055800960331,5200.0,1.3926332288401253,7.007600613951853,0.9715909090909092,F,5,Graduate,Divorced,40k − 60K,Blue,36,5,2,2
0,-0.290149570983174,1628.0,0.7938871473354232,8.532869670801245,1.7670454545454546,F,3,College,Married,40k − 60K,Blue,34,3,1,2
1,0.3335703834525306,719.15,0.4090909090909091,7.615791072035833,2.0625,F,1,Uneducated,Married,40k − 60K,Blue,41,4,3,3
0,-0.9138695254188788,2513.5,0.0,8.48673398393153,0.0,F,3,High School,Married,40k − 60K,Blue,21,1,2,1
1,-0.1654055800960331,1699.5,0.0,8.617762246337932,0.0,F,3,High School,Married,40k − 60K,Blue,37,6,2,2
0,-0.7891255345317377,3442.0,0.7844827586206896,6.882437470997847,0.8238636363636364,M,3,High School,Married,40k − 60K,Blue,33,4,3,3
0,-0.1654055800960331,719.15,0.0,8.403352374992478,0.0,F,3,Doctorate,Married,40k − 60K,Blue,32,2,1,1
0,1.2067783196625173,1201.0,1.4827586206896552,8.435983135990694,4.477272727272728,F,3,Uneducated,Married,40k − 60K,Blue,46,5,3,3
0,0.5830583652268125,719.15,0.0,7.699389406256737,0.0,F,1,College,Married,40k − 60K,Blue,44,4,2,1
0,0.7078023561139535,1612.0,1.6543887147335423,8.217978203150732,3.7215909090909096,F,2,College,Married,40k − 60K,Blue,41,3,1,1
0,-1.0386135163060195,1066.0,0.8495297805642633,8.491670234185152,2.8863636363636367,F,3,Graduate,Single,40k − 60K,Blue,36,1,1,1
0,2.3294742376467856,1123.0,1.0391849529780564,7.264730177929867,3.352272727272727,M,1,High School,Married,40k − 60K,Blue,56,6,2,2
1,-0.6643815436445969,802.0,0.0,7.724888439323074,0.0,F,2,Doctorate,Married,40k − 60K,Blue,33,1,3,3
0,-0.1654055800960331,1552.0,1.384012539184953,7.210079628170788,3.2329545454545454,M,4,High School,Married,40k − 60K,Blue,34,6,3,3
0,0.9572903378882354,1946.0,0.0,8.370547611074752,0.0,F,2,High School,Married,40k − 60K,Blue,36,3,3,3
0,1.58101029232394,1740.5,0.4725705329153605,8.424200324567073,0.9829545454545454,F,1,College,Married,40k − 60K,Blue,49,2,2,1
1,-0.1654055800960331,1652.0,0.0,7.456454555176209,0.0,F,3,High School,Married,40k − 60K,Blue,37,4,2,4
0,1.331522310549658,1139.0,0.6622257053291536,7.7437032581737535,2.1079545454545454,F,0,High School,Married,40k − 60K,Blue,45,3,2,2
0,0.4583143743396716,1137.5,1.6755485893416928,8.957768009971161,5.340909090909091,F,2,High School,Married,40k − 60K,Blue,39,3,2,2
